case_id,activity_name,timestamp,claimant_name,agent_name,adjuster_name,claim_amount,claimant_age,type_of_policy,car_make,car_model,car_year,type_of_accident,user_type
30a12d05-54e8-4e93-b23c-1b00b0642989,Claim Decision,2021-09-07 21:55:59.671924,Christopher Nguyen,Anthony Bennett,Brenda Shaw,7687.89,55,Comprehensive,Chevrolet,Silverado,2022,Rollover,RPA
30a12d05-54e8-4e93-b23c-1b00b0642989,Set Reserve,2021-09-10 22:34:10.496163,Christopher Nguyen,Anthony Bennett,Brenda Shaw,7687.89,55,Comprehensive,Chevrolet,Silverado,2022,Rollover,RPA
30a12d05-54e8-4e93-b23c-1b00b0642989,Payment Sent,2021-09-15 23:08:00.938338,Christopher Nguyen,Anthony Bennett,Brenda Shaw,7687.89,55,Comprehensive,Chevrolet,Silverado,2022,Rollover,RPA
30a12d05-54e8-4e93-b23c-1b00b0642989,Close Claim,2021-09-21 11:08:16.872929,Christopher Nguyen,Anthony Bennett,Brenda Shaw,7687.89,55,Comprehensive,Chevrolet,Silverado,2022,Rollover,RPA
1459f5ac-29b8-4874-ae07-d27c78d2e9fe,First Notification of Loss (FNOL),2022-10-04 19:31:19.715350,John Young,Paul Suarez,Stacy Clark,6184.8,66,Comprehensive,Hyundai,Elantra,2011,Head-on,Human
1459f5ac-29b8-4874-ae07-d27c78d2e9fe,Assign Claim,2022-10-21 09:38:06.818818,John Young,Paul Suarez,Stacy Clark,6184.8,66,Comprehensive,Hyundai,Elantra,2011,Head-on,Human
1459f5ac-29b8-4874-ae07-d27c78d2e9fe,Claim Decision,2022-10-26 20:44:19.679568,John Young,Paul Suarez,Stacy Clark,6184.8,66,Comprehensive,Hyundai,Elantra,2011,Head-on,Human
1459f5ac-29b8-4874-ae07-d27c78d2e9fe,Set Reserve,2022-10-31 16:04:25.585798,John Young,Paul Suarez,Stacy Clark,6184.8,66,Comprehensive,Hyundai,Elantra,2011,Head-on,Human
1459f5ac-29b8-4874-ae07-d27c78d2e9fe,Payment Sent,2022-11-08 00:20:19.900261,John Young,Paul Suarez,Stacy Clark,6184.8,66,Comprehensive,Hyundai,Elantra,2011,Head-on,Human
1459f5ac-29b8-4874-ae07-d27c78d2e9fe,Close Claim,2022-11-14 03:18:15.673034,John Young,Paul Suarez,Stacy Clark,6184.8,66,Comprehensive,Hyundai,Elantra,2011,Head-on,Human
0b4853fd-987f-4909-a515-6772e2f78360,First Notification of Loss (FNOL),2021-02-07 03:25:52.610550,Kristie Taylor,Maria Collins,Megan Kent,9207.26,37,Comprehensive,Ford,F-150,2012,Rollover,RPA
0b4853fd-987f-4909-a515-6772e2f78360,Assign Claim,2021-02-27 20:22:37.916581,Kristie Taylor,Maria Collins,Megan Kent,9207.26,37,Comprehensive,Ford,F-150,2012,Rollover,RPA
0b4853fd-987f-4909-a515-6772e2f78360,Claim Decision,2021-03-04 14:01:12.733962,Kristie Taylor,Maria Collins,Megan Kent,9207.26,37,Comprehensive,Ford,F-150,2012,Rollover,RPA
0b4853fd-987f-4909-a515-6772e2f78360,Set Reserve,2021-03-08 06:34:53.198793,Kristie Taylor,Maria Collins,Megan Kent,9207.26,37,Comprehensive,Ford,F-150,2012,Rollover,RPA
0b4853fd-987f-4909-a515-6772e2f78360,Payment Sent,2021-03-14 11:48:42.903355,Kristie Taylor,Maria Collins,Megan Kent,9207.26,37,Comprehensive,Ford,F-150,2012,Rollover,RPA
0b4853fd-987f-4909-a515-6772e2f78360,Close Claim,2021-03-18 05:08:22.339761,Kristie Taylor,Maria Collins,Megan Kent,9207.26,37,Comprehensive,Ford,F-150,2012,Rollover,RPA
51513c1e-45d6-4422-9f13-d76072948b86,First Notification of Loss (FNOL),2021-11-26 12:49:45.324375,Taylor Buchanan,Taylor Golden,Philip Simon,4569.71,76,Collision,Ford,F-150,2015,Rear-end,RPA
51513c1e-45d6-4422-9f13-d76072948b86,Assign Claim,2021-12-08 16:55:09.201611,Taylor Buchanan,Taylor Golden,Philip Simon,4569.71,76,Collision,Ford,F-150,2015,Rear-end,RPA
51513c1e-45d6-4422-9f13-d76072948b86,Claim Decision,2021-12-13 15:16:10.401413,Taylor Buchanan,Taylor Golden,Philip Simon,4569.71,76,Collision,Ford,F-150,2015,Rear-end,RPA
51513c1e-45d6-4422-9f13-d76072948b86,Set Reserve,2021-12-21 00:20:23.455682,Taylor Buchanan,Taylor Golden,Philip Simon,4569.71,76,Collision,Ford,F-150,2015,Rear-end,RPA
51513c1e-45d6-4422-9f13-d76072948b86,Payment Sent,2021-12-22 16:36:36.877920,Taylor Buchanan,Taylor Golden,Philip Simon,4569.71,76,Collision,Ford,F-150,2015,Rear-end,RPA
51513c1e-45d6-4422-9f13-d76072948b86,Close Claim,2021-12-26 07:00:25.312735,Taylor Buchanan,Taylor Golden,Philip Simon,4569.71,76,Collision,Ford,F-150,2015,Rear-end,RPA
61c44a90-4bf8-4657-9c83-f910003f0195,First Notification of Loss (FNOL),2021-05-01 04:06:30.798418,Stephanie Scott,Kelly Porter,Christina Barnes,5817.76,36,Comprehensive,Hyundai,Elantra,2020,Side-impact,RPA
61c44a90-4bf8-4657-9c83-f910003f0195,Assign Claim,2021-05-15 12:21:18.638799,Stephanie Scott,Kelly Porter,Christina Barnes,5817.76,36,Comprehensive,Hyundai,Elantra,2020,Side-impact,RPA
61c44a90-4bf8-4657-9c83-f910003f0195,Claim Decision,2021-05-19 14:17:57.033463,Stephanie Scott,Kelly Porter,Christina Barnes,5817.76,36,Comprehensive,Hyundai,Elantra,2020,Side-impact,RPA
61c44a90-4bf8-4657-9c83-f910003f0195,Set Reserve,2021-05-23 07:19:25.267893,Stephanie Scott,Kelly Porter,Christina Barnes,5817.76,36,Comprehensive,Hyundai,Elantra,2020,Side-impact,RPA
61c44a90-4bf8-4657-9c83-f910003f0195,Payment Sent,2021-05-28 02:05:24.662947,Stephanie Scott,Kelly Porter,Christina Barnes,5817.76,36,Comprehensive,Hyundai,Elantra,2020,Side-impact,RPA
61c44a90-4bf8-4657-9c83-f910003f0195,Close Claim,2021-06-04 15:15:09.713987,Stephanie Scott,Kelly Porter,Christina Barnes,5817.76,36,Comprehensive,Hyundai,Elantra,2020,Side-impact,RPA
67ded928-4529-4677-9235-e8948fab9252,First Notification of Loss (FNOL),2021-12-29 14:02:39.636155,Erin Taylor,Paul Manning,Diana Coleman,8735.73,52,Collision,Chevrolet,Silverado,2012,Side-impact,Human
67ded928-4529-4677-9235-e8948fab9252,Assign Claim,2022-01-11 04:29:30.039501,Erin Taylor,Paul Manning,Diana Coleman,8735.73,52,Collision,Chevrolet,Silverado,2012,Side-impact,Human
67ded928-4529-4677-9235-e8948fab9252,Claim Decision,2022-01-16 14:17:34.293079,Erin Taylor,Paul Manning,Diana Coleman,8735.73,52,Collision,Chevrolet,Silverado,2012,Side-impact,Human
67ded928-4529-4677-9235-e8948fab9252,Set Reserve,2022-01-20 23:33:34.056852,Erin Taylor,Paul Manning,Diana Coleman,8735.73,52,Collision,Chevrolet,Silverado,2012,Side-impact,Human
67ded928-4529-4677-9235-e8948fab9252,Payment Sent,2022-01-26 23:58:02.038666,Erin Taylor,Paul Manning,Diana Coleman,8735.73,52,Collision,Chevrolet,Silverado,2012,Side-impact,Human
67ded928-4529-4677-9235-e8948fab9252,Close Claim,2022-02-05 13:17:58.109511,Erin Taylor,Paul Manning,Diana Coleman,8735.73,52,Collision,Chevrolet,Silverado,2012,Side-impact,Human
ccf2e2d9-46a9-49b8-b764-9cd359cfa163,First Notification of Loss (FNOL),2021-08-14 01:48:49.016968,Mark Marquez,Joseph Day,Timothy Harper,5713.36,32,Collision,Toyota,Camry,2020,Rollover,RPA
ccf2e2d9-46a9-49b8-b764-9cd359cfa163,Assign Claim,2021-08-30 18:30:30.842830,Mark Marquez,Joseph Day,Timothy Harper,5713.36,32,Collision,Toyota,Camry,2020,Rollover,RPA
ccf2e2d9-46a9-49b8-b764-9cd359cfa163,Claim Decision,2021-09-03 03:57:27.192298,Mark Marquez,Joseph Day,Timothy Harper,5713.36,32,Collision,Toyota,Camry,2020,Rollover,RPA
ccf2e2d9-46a9-49b8-b764-9cd359cfa163,Set Reserve,2021-09-07 19:17:53.892825,Mark Marquez,Joseph Day,Timothy Harper,5713.36,32,Collision,Toyota,Camry,2020,Rollover,RPA
ccf2e2d9-46a9-49b8-b764-9cd359cfa163,Payment Sent,2021-09-13 08:38:25.506437,Mark Marquez,Joseph Day,Timothy Harper,5713.36,32,Collision,Toyota,Camry,2020,Rollover,RPA
ccf2e2d9-46a9-49b8-b764-9cd359cfa163,Close Claim,2021-09-16 13:34:03.637994,Mark Marquez,Joseph Day,Timothy Harper,5713.36,32,Collision,Toyota,Camry,2020,Rollover,RPA
71acac26-4966-4812-8258-f8a896517fa2,First Notification of Loss (FNOL),2021-12-10 18:44:59.649452,Debra Bailey,Juan Hardy,Bill Tate,6472.23,41,Collision,Honda,Civic,2018,Head-on,RPA
71acac26-4966-4812-8258-f8a896517fa2,Assign Claim,2021-12-24 17:55:46.161172,Debra Bailey,Juan Hardy,Bill Tate,6472.23,41,Collision,Honda,Civic,2018,Head-on,RPA
71acac26-4966-4812-8258-f8a896517fa2,Claim Decision,2021-12-27 23:32:22.741529,Debra Bailey,Juan Hardy,Bill Tate,6472.23,41,Collision,Honda,Civic,2018,Head-on,RPA
71acac26-4966-4812-8258-f8a896517fa2,Set Reserve,2022-01-01 22:30:49.971561,Debra Bailey,Juan Hardy,Bill Tate,6472.23,41,Collision,Honda,Civic,2018,Head-on,RPA
71acac26-4966-4812-8258-f8a896517fa2,Payment Sent,2022-01-06 20:13:55.376092,Debra Bailey,Juan Hardy,Bill Tate,6472.23,41,Collision,Honda,Civic,2018,Head-on,RPA
71acac26-4966-4812-8258-f8a896517fa2,Close Claim,2022-01-12 05:55:55.498381,Debra Bailey,Juan Hardy,Bill Tate,6472.23,41,Collision,Honda,Civic,2018,Head-on,RPA
b39c6d57-9a13-445c-a0c1-e35c99f5e332,First Notification of Loss (FNOL),2022-12-15 03:55:11.613207,Earl Fletcher,Theodore Roberts,Alex Johnson,2840.63,30,Comprehensive,Jeep,Wrangler,2014,Head-on,Human
b39c6d57-9a13-445c-a0c1-e35c99f5e332,Assign Claim,2022-12-25 19:13:26.916193,Earl Fletcher,Theodore Roberts,Alex Johnson,2840.63,30,Comprehensive,Jeep,Wrangler,2014,Head-on,Human
b39c6d57-9a13-445c-a0c1-e35c99f5e332,Claim Decision,2022-12-31 09:07:35.546103,Earl Fletcher,Theodore Roberts,Alex Johnson,2840.63,30,Comprehensive,Jeep,Wrangler,2014,Head-on,Human
b39c6d57-9a13-445c-a0c1-e35c99f5e332,Set Reserve,2023-01-01 16:15:51.915592,Earl Fletcher,Theodore Roberts,Alex Johnson,2840.63,30,Comprehensive,Jeep,Wrangler,2014,Head-on,Human
b39c6d57-9a13-445c-a0c1-e35c99f5e332,Payment Sent,2023-01-11 07:13:19.704970,Earl Fletcher,Theodore Roberts,Alex Johnson,2840.63,30,Comprehensive,Jeep,Wrangler,2014,Head-on,Human
b39c6d57-9a13-445c-a0c1-e35c99f5e332,Close Claim,2023-01-13 07:33:52.715238,Earl Fletcher,Theodore Roberts,Alex Johnson,2840.63,30,Comprehensive,Jeep,Wrangler,2014,Head-on,Human
f4e54c81-520b-4890-b457-041356b1c7cc,First Notification of Loss (FNOL),2021-03-28 23:41:54.157290,Gary Rose,Briana Stone,Timothy Little,1169.81,68,Liability,Hyundai,Elantra,2021,Side-impact,Human
f4e54c81-520b-4890-b457-041356b1c7cc,Assign Claim,2021-04-09 12:26:15.510425,Gary Rose,Briana Stone,Timothy Little,1169.81,68,Liability,Hyundai,Elantra,2021,Side-impact,Human
f4e54c81-520b-4890-b457-041356b1c7cc,Claim Decision,2021-04-15 23:26:12.358897,Gary Rose,Briana Stone,Timothy Little,1169.81,68,Liability,Hyundai,Elantra,2021,Side-impact,Human
f4e54c81-520b-4890-b457-041356b1c7cc,Set Reserve,2021-04-24 01:25:36.874748,Gary Rose,Briana Stone,Timothy Little,1169.81,68,Liability,Hyundai,Elantra,2021,Side-impact,Human
f4e54c81-520b-4890-b457-041356b1c7cc,Payment Sent,2021-04-29 22:19:19.495194,Gary Rose,Briana Stone,Timothy Little,1169.81,68,Liability,Hyundai,Elantra,2021,Side-impact,Human
f4e54c81-520b-4890-b457-041356b1c7cc,Close Claim,2021-05-05 04:09:19.681727,Gary Rose,Briana Stone,Timothy Little,1169.81,68,Liability,Hyundai,Elantra,2021,Side-impact,Human
3d59827c-dd28-4cc2-ae1a-7a9f809d0968,First Notification of Loss (FNOL),2022-10-17 10:22:05.185108,Mary Lawson,Diane Patterson,James Fitzpatrick,1746.76,45,Collision,Hyundai,Elantra,2010,Rear-end,Human
3d59827c-dd28-4cc2-ae1a-7a9f809d0968,Assign Claim,2022-11-03 03:00:13.549225,Mary Lawson,Diane Patterson,James Fitzpatrick,1746.76,45,Collision,Hyundai,Elantra,2010,Rear-end,Human
3d59827c-dd28-4cc2-ae1a-7a9f809d0968,Claim Decision,2022-11-08 00:51:40.114455,Mary Lawson,Diane Patterson,James Fitzpatrick,1746.76,45,Collision,Hyundai,Elantra,2010,Rear-end,Human
3d59827c-dd28-4cc2-ae1a-7a9f809d0968,Set Reserve,2022-11-13 20:50:46.936516,Mary Lawson,Diane Patterson,James Fitzpatrick,1746.76,45,Collision,Hyundai,Elantra,2010,Rear-end,Human
3d59827c-dd28-4cc2-ae1a-7a9f809d0968,Payment Sent,2022-11-19 08:09:07.612550,Mary Lawson,Diane Patterson,James Fitzpatrick,1746.76,45,Collision,Hyundai,Elantra,2010,Rear-end,Human
3d59827c-dd28-4cc2-ae1a-7a9f809d0968,Close Claim,2022-11-19 23:51:14.654467,Mary Lawson,Diane Patterson,James Fitzpatrick,1746.76,45,Collision,Hyundai,Elantra,2010,Rear-end,Human
bf26b419-89fa-479e-977b-f779d2f6c202,First Notification of Loss (FNOL),2022-08-26 02:17:10.225217,Melissa Garcia,Hector Franklin,Brian Jenkins,5938.25,56,Collision,Honda,Civic,2020,Rear-end,RPA
bf26b419-89fa-479e-977b-f779d2f6c202,Assign Claim,2022-09-08 23:22:39.608210,Melissa Garcia,Hector Franklin,Brian Jenkins,5938.25,56,Collision,Honda,Civic,2020,Rear-end,RPA
bf26b419-89fa-479e-977b-f779d2f6c202,Claim Decision,2022-09-17 07:54:23.353252,Melissa Garcia,Hector Franklin,Brian Jenkins,5938.25,56,Collision,Honda,Civic,2020,Rear-end,RPA
bf26b419-89fa-479e-977b-f779d2f6c202,Set Reserve,2022-09-20 11:57:51.876946,Melissa Garcia,Hector Franklin,Brian Jenkins,5938.25,56,Collision,Honda,Civic,2020,Rear-end,RPA
bf26b419-89fa-479e-977b-f779d2f6c202,Payment Sent,2022-09-25 09:45:00.911272,Melissa Garcia,Hector Franklin,Brian Jenkins,5938.25,56,Collision,Honda,Civic,2020,Rear-end,RPA
bf26b419-89fa-479e-977b-f779d2f6c202,Close Claim,2022-09-30 01:01:06.103618,Melissa Garcia,Hector Franklin,Brian Jenkins,5938.25,56,Collision,Honda,Civic,2020,Rear-end,RPA
15bda57a-01f0-41e2-a521-a63dbccdbb2e,First Notification of Loss (FNOL),2023-01-07 21:33:53.992916,Karen Rasmussen,Cindy Young,Rachel Roberts,7778.53,44,Liability,Jeep,Wrangler,2011,Head-on,Human
15bda57a-01f0-41e2-a521-a63dbccdbb2e,Assign Claim,2023-01-23 20:59:57.333882,Karen Rasmussen,Cindy Young,Rachel Roberts,7778.53,44,Liability,Jeep,Wrangler,2011,Head-on,Human
15bda57a-01f0-41e2-a521-a63dbccdbb2e,Claim Decision,2023-01-27 14:41:18.673585,Karen Rasmussen,Cindy Young,Rachel Roberts,7778.53,44,Liability,Jeep,Wrangler,2011,Head-on,Human
15bda57a-01f0-41e2-a521-a63dbccdbb2e,Set Reserve,2023-02-08 21:00:04.356555,Karen Rasmussen,Cindy Young,Rachel Roberts,7778.53,44,Liability,Jeep,Wrangler,2011,Head-on,Human
15bda57a-01f0-41e2-a521-a63dbccdbb2e,Payment Sent,2023-02-13 08:38:20.507273,Karen Rasmussen,Cindy Young,Rachel Roberts,7778.53,44,Liability,Jeep,Wrangler,2011,Head-on,Human
15bda57a-01f0-41e2-a521-a63dbccdbb2e,Close Claim,2023-02-16 22:51:47.718010,Karen Rasmussen,Cindy Young,Rachel Roberts,7778.53,44,Liability,Jeep,Wrangler,2011,Head-on,Human
09483939-8e04-4585-b8d5-c23763622476,First Notification of Loss (FNOL),2020-12-11 13:04:52.288703,Gregory Robinson,Jack Davis,Jessica Day,7353.97,19,Comprehensive,Ford,F-150,2018,Head-on,Human
09483939-8e04-4585-b8d5-c23763622476,Assign Claim,2020-12-25 19:49:45.590136,Gregory Robinson,Jack Davis,Jessica Day,7353.97,19,Comprehensive,Ford,F-150,2018,Head-on,Human
09483939-8e04-4585-b8d5-c23763622476,Claim Decision,2021-01-03 10:23:22.939512,Gregory Robinson,Jack Davis,Jessica Day,7353.97,19,Comprehensive,Ford,F-150,2018,Head-on,Human
09483939-8e04-4585-b8d5-c23763622476,Set Reserve,2021-01-08 13:27:49.990746,Gregory Robinson,Jack Davis,Jessica Day,7353.97,19,Comprehensive,Ford,F-150,2018,Head-on,Human
09483939-8e04-4585-b8d5-c23763622476,Payment Sent,2021-01-14 10:13:34.625100,Gregory Robinson,Jack Davis,Jessica Day,7353.97,19,Comprehensive,Ford,F-150,2018,Head-on,Human
09483939-8e04-4585-b8d5-c23763622476,Close Claim,2021-01-19 19:28:41.735288,Gregory Robinson,Jack Davis,Jessica Day,7353.97,19,Comprehensive,Ford,F-150,2018,Head-on,Human
7841e3e3-6b59-444a-95d5-d39ed9e56034,First Notification of Loss (FNOL),2021-02-23 22:30:32.950879,Brandon Fields,Stephanie Swanson,Kathryn Buck,2736.14,81,Liability,Toyota,Camry,2020,Rear-end,RPA
7841e3e3-6b59-444a-95d5-d39ed9e56034,Assign Claim,2021-03-10 22:35:02.069009,Brandon Fields,Stephanie Swanson,Kathryn Buck,2736.14,81,Liability,Toyota,Camry,2020,Rear-end,RPA
7841e3e3-6b59-444a-95d5-d39ed9e56034,Claim Decision,2021-03-12 11:22:38.728664,Brandon Fields,Stephanie Swanson,Kathryn Buck,2736.14,81,Liability,Toyota,Camry,2020,Rear-end,RPA
7841e3e3-6b59-444a-95d5-d39ed9e56034,Set Reserve,2021-03-19 19:37:16.228350,Brandon Fields,Stephanie Swanson,Kathryn Buck,2736.14,81,Liability,Toyota,Camry,2020,Rear-end,RPA
7841e3e3-6b59-444a-95d5-d39ed9e56034,Payment Sent,2021-03-23 13:20:19.063711,Brandon Fields,Stephanie Swanson,Kathryn Buck,2736.14,81,Liability,Toyota,Camry,2020,Rear-end,RPA
7841e3e3-6b59-444a-95d5-d39ed9e56034,Close Claim,2021-03-27 15:17:01.297894,Brandon Fields,Stephanie Swanson,Kathryn Buck,2736.14,81,Liability,Toyota,Camry,2020,Rear-end,RPA
6f87966d-1406-4608-8f7a-15bb3633afa5,First Notification of Loss (FNOL),2021-02-02 15:23:36.984779,Victoria Martin,Laura Murray,Robert Gray,7337.15,43,Liability,Honda,Civic,2015,Side-impact,RPA
6f87966d-1406-4608-8f7a-15bb3633afa5,Assign Claim,2021-02-17 08:42:46.331642,Victoria Martin,Laura Murray,Robert Gray,7337.15,43,Liability,Honda,Civic,2015,Side-impact,RPA
6f87966d-1406-4608-8f7a-15bb3633afa5,Claim Decision,2021-02-25 13:43:46.287927,Victoria Martin,Laura Murray,Robert Gray,7337.15,43,Liability,Honda,Civic,2015,Side-impact,RPA
6f87966d-1406-4608-8f7a-15bb3633afa5,Set Reserve,2021-03-05 07:57:47.886060,Victoria Martin,Laura Murray,Robert Gray,7337.15,43,Liability,Honda,Civic,2015,Side-impact,RPA
6f87966d-1406-4608-8f7a-15bb3633afa5,Payment Sent,2021-03-09 16:10:06.442887,Victoria Martin,Laura Murray,Robert Gray,7337.15,43,Liability,Honda,Civic,2015,Side-impact,RPA
6f87966d-1406-4608-8f7a-15bb3633afa5,Close Claim,2021-03-14 02:48:14.858718,Victoria Martin,Laura Murray,Robert Gray,7337.15,43,Liability,Honda,Civic,2015,Side-impact,RPA
d4c64297-ae3e-424f-88f5-77cbfeb4aa21,First Notification of Loss (FNOL),2021-09-08 03:52:10.650493,Martha Johnson,Deanna Ramirez,Joshua Murphy,5119.41,60,Collision,Hyundai,Elantra,2017,Rear-end,RPA
d4c64297-ae3e-424f-88f5-77cbfeb4aa21,Assign Claim,2021-09-22 22:33:36.117508,Martha Johnson,Deanna Ramirez,Joshua Murphy,5119.41,60,Collision,Hyundai,Elantra,2017,Rear-end,RPA
d4c64297-ae3e-424f-88f5-77cbfeb4aa21,Claim Decision,2021-10-03 12:27:58.052480,Martha Johnson,Deanna Ramirez,Joshua Murphy,5119.41,60,Collision,Hyundai,Elantra,2017,Rear-end,RPA
d4c64297-ae3e-424f-88f5-77cbfeb4aa21,Set Reserve,2021-10-09 19:32:37.861356,Martha Johnson,Deanna Ramirez,Joshua Murphy,5119.41,60,Collision,Hyundai,Elantra,2017,Rear-end,RPA
d4c64297-ae3e-424f-88f5-77cbfeb4aa21,Payment Sent,2021-10-17 03:30:54.515249,Martha Johnson,Deanna Ramirez,Joshua Murphy,5119.41,60,Collision,Hyundai,Elantra,2017,Rear-end,RPA
d4c64297-ae3e-424f-88f5-77cbfeb4aa21,Close Claim,2021-10-24 04:42:15.122204,Martha Johnson,Deanna Ramirez,Joshua Murphy,5119.41,60,Collision,Hyundai,Elantra,2017,Rear-end,RPA
63c7d16e-f938-4bd9-b561-e98123def6a9,First Notification of Loss (FNOL),2022-08-01 08:45:55.750435,Anthony Murphy,Debra Flores,Robert Brooks,2735.76,61,Liability,Toyota,Camry,2019,Side-impact,RPA
63c7d16e-f938-4bd9-b561-e98123def6a9,Assign Claim,2022-08-13 10:14:40.322710,Anthony Murphy,Debra Flores,Robert Brooks,2735.76,61,Liability,Toyota,Camry,2019,Side-impact,RPA
63c7d16e-f938-4bd9-b561-e98123def6a9,Claim Decision,2022-08-20 20:14:06.183792,Anthony Murphy,Debra Flores,Robert Brooks,2735.76,61,Liability,Toyota,Camry,2019,Side-impact,RPA
63c7d16e-f938-4bd9-b561-e98123def6a9,Set Reserve,2022-08-25 02:38:03.412413,Anthony Murphy,Debra Flores,Robert Brooks,2735.76,61,Liability,Toyota,Camry,2019,Side-impact,RPA
63c7d16e-f938-4bd9-b561-e98123def6a9,Payment Sent,2022-08-27 18:01:22.410871,Anthony Murphy,Debra Flores,Robert Brooks,2735.76,61,Liability,Toyota,Camry,2019,Side-impact,RPA
63c7d16e-f938-4bd9-b561-e98123def6a9,Close Claim,2022-08-31 23:31:10.999874,Anthony Murphy,Debra Flores,Robert Brooks,2735.76,61,Liability,Toyota,Camry,2019,Side-impact,RPA
839b27fd-c4a4-4a24-9f5e-cf3f2125f658,First Notification of Loss (FNOL),2020-12-12 16:57:02.405995,Jeffrey Bowers,Sylvia Thomas,Lisa Ward,9159.05,29,Collision,Nissan,Altima,2012,Side-impact,RPA
839b27fd-c4a4-4a24-9f5e-cf3f2125f658,Assign Claim,2020-12-29 08:41:44.809858,Jeffrey Bowers,Sylvia Thomas,Lisa Ward,9159.05,29,Collision,Nissan,Altima,2012,Side-impact,RPA
839b27fd-c4a4-4a24-9f5e-cf3f2125f658,Claim Decision,2021-01-07 05:29:17.584638,Jeffrey Bowers,Sylvia Thomas,Lisa Ward,9159.05,29,Collision,Nissan,Altima,2012,Side-impact,RPA
839b27fd-c4a4-4a24-9f5e-cf3f2125f658,Set Reserve,2021-01-12 02:45:44.535373,Jeffrey Bowers,Sylvia Thomas,Lisa Ward,9159.05,29,Collision,Nissan,Altima,2012,Side-impact,RPA
839b27fd-c4a4-4a24-9f5e-cf3f2125f658,Payment Sent,2021-01-17 23:54:59.575505,Jeffrey Bowers,Sylvia Thomas,Lisa Ward,9159.05,29,Collision,Nissan,Altima,2012,Side-impact,RPA
839b27fd-c4a4-4a24-9f5e-cf3f2125f658,Close Claim,2021-01-19 16:10:20.547990,Jeffrey Bowers,Sylvia Thomas,Lisa Ward,9159.05,29,Collision,Nissan,Altima,2012,Side-impact,RPA
8d45f22a-f064-4662-ae1a-dee58984529a,First Notification of Loss (FNOL),2020-05-16 17:53:39.183568,Philip Cross,Erica Taylor,Joshua Acosta,2771.1,58,Collision,Chevrolet,Silverado,2010,Side-impact,RPA
8d45f22a-f064-4662-ae1a-dee58984529a,Assign Claim,2020-06-02 12:13:39.070998,Philip Cross,Erica Taylor,Joshua Acosta,2771.1,58,Collision,Chevrolet,Silverado,2010,Side-impact,RPA
8d45f22a-f064-4662-ae1a-dee58984529a,Claim Decision,2020-06-05 21:41:20.571185,Philip Cross,Erica Taylor,Joshua Acosta,2771.1,58,Collision,Chevrolet,Silverado,2010,Side-impact,RPA
8d45f22a-f064-4662-ae1a-dee58984529a,Set Reserve,2020-06-05 15:11:58.931520,Philip Cross,Erica Taylor,Joshua Acosta,2771.1,58,Collision,Chevrolet,Silverado,2010,Side-impact,RPA
8d45f22a-f064-4662-ae1a-dee58984529a,Payment Sent,2020-06-11 23:07:48.845773,Philip Cross,Erica Taylor,Joshua Acosta,2771.1,58,Collision,Chevrolet,Silverado,2010,Side-impact,RPA
8d45f22a-f064-4662-ae1a-dee58984529a,Close Claim,2020-06-12 14:00:40.860265,Philip Cross,Erica Taylor,Joshua Acosta,2771.1,58,Collision,Chevrolet,Silverado,2010,Side-impact,RPA
028c4eea-3214-4ca1-b91f-d2e59f1a82b2,First Notification of Loss (FNOL),2021-07-07 08:57:47.633981,Jessica Allen,Travis Thomas,Brittany Kelly,3578.09,34,Liability,Nissan,Altima,2011,Rollover,Human
028c4eea-3214-4ca1-b91f-d2e59f1a82b2,Assign Claim,2021-07-22 13:44:53.032436,Jessica Allen,Travis Thomas,Brittany Kelly,3578.09,34,Liability,Nissan,Altima,2011,Rollover,Human
028c4eea-3214-4ca1-b91f-d2e59f1a82b2,Claim Decision,2021-07-26 01:34:47.645369,Jessica Allen,Travis Thomas,Brittany Kelly,3578.09,34,Liability,Nissan,Altima,2011,Rollover,Human
028c4eea-3214-4ca1-b91f-d2e59f1a82b2,Set Reserve,2021-08-02 23:32:57.860521,Jessica Allen,Travis Thomas,Brittany Kelly,3578.09,34,Liability,Nissan,Altima,2011,Rollover,Human
028c4eea-3214-4ca1-b91f-d2e59f1a82b2,Payment Sent,2021-08-08 06:21:09.952863,Jessica Allen,Travis Thomas,Brittany Kelly,3578.09,34,Liability,Nissan,Altima,2011,Rollover,Human
028c4eea-3214-4ca1-b91f-d2e59f1a82b2,Close Claim,2021-08-12 00:37:55.259649,Jessica Allen,Travis Thomas,Brittany Kelly,3578.09,34,Liability,Nissan,Altima,2011,Rollover,Human
fc4c5c81-cbbd-42f9-90ec-98c7abc6459d,First Notification of Loss (FNOL),2020-10-07 20:42:30.353083,Angela Miller,Mary Jimenez,Ronald Johnson,7940.67,56,Liability,Jeep,Wrangler,2015,Head-on,RPA
fc4c5c81-cbbd-42f9-90ec-98c7abc6459d,Assign Claim,2020-10-20 13:16:51.648530,Angela Miller,Mary Jimenez,Ronald Johnson,7940.67,56,Liability,Jeep,Wrangler,2015,Head-on,RPA
fc4c5c81-cbbd-42f9-90ec-98c7abc6459d,Claim Decision,2020-10-24 21:28:39.314309,Angela Miller,Mary Jimenez,Ronald Johnson,7940.67,56,Liability,Jeep,Wrangler,2015,Head-on,RPA
fc4c5c81-cbbd-42f9-90ec-98c7abc6459d,Set Reserve,2020-10-27 17:44:59.756800,Angela Miller,Mary Jimenez,Ronald Johnson,7940.67,56,Liability,Jeep,Wrangler,2015,Head-on,RPA
